标题,地区,位置,类型,均价/平方米每元,室厅数,面积,标签,总价,对数均价/平方米每元,对数总价,对数面积
怡亚通珑樾,禅城,岭南大道,在售,22000,3室,132.5,"佛山楼盘, 车位充足, 低密居所, 国央企",295.0,9.998797732340453,5.68697535633982,4.886582645426277
新希望悦珑湾,顺德,陈村,在售,25000,4室,108.0,"佛山楼盘, 人车分流, 封闭管理, 品牌房企",139.0,10.126631103850338,4.9344739331306915,4.68213122712422
颐安·雍悦华府,三水,北江新区,在售,20000,1室,60.0,"佛山楼盘, 人车分流, 封闭管理, 品牌房企",105.0,9.903487552536127,4.653960350157523,4.0943445622221
顺控博悦湾新翼,顺德,顺德碧桂园,在售,11000,4室,130.5,"佛山楼盘, 低单价, 低总价, 人车分流",176.0,9.305650551780507,5.170483995038151,4.871373226762748
中盛龙骧水岸,南海,大沥,在售,15500,2室,103.0,"佛山楼盘, 人车分流, 小型社区, 品牌房企",176.5,9.648595302907339,5.173320876373351,4.634728988229636
致美家园,南海,狮山,在售,16000,4室,263.0,"佛山楼盘, 车位充足, 人车分流, 品牌房企",610.0,9.680344001221918,6.413458957167357,5.572154032177765
岭南华曦府,顺德,大良东区,在售,17000,4室,116.5,"佛山楼盘, 人车分流, 封闭管理, 国央企",204.5,9.740968623038354,5.320567975482857,4.757891273005756
江鹤1号,鹤山市,鹤山市,在售,7000,4室,116.0,"楼盘, 车位充足, 人车分流, 小三居",67.5,8.85366542803745,4.212127597878484,4.7535901911063645
春风潮鸣花园,鹤山市,鹤山市,在售,7750,4室,93.0,"楼盘, 人车分流, 大型社区, 品牌房企",62.5,8.955448122347393,4.135166556742356,4.532599493153256
春风潮鸣花园,鹤山市,鹤山市,在售,10000,4室,222.5,"楼盘, 人车分流, 大型社区, 品牌房企",227.5,9.210340371976184,5.427150238391005,5.404927101606295
顺峰府,顺德,大良东区,在售,17000,3室,195.0,"佛山楼盘, 车位充足, 绿化率高, 近地铁",374.0,9.740968623038354,5.924255797414532,5.272999558563747
新怡明德世家,南海,盐步,在售,13500,4室,115.0,"佛山楼盘, 低单价, 人车分流, 小型社区",160.0,9.51044496442652,5.075173815233827,4.74493212836325
东建天赋龙湾,禅城,张槎,在售,18500,4室,142.0,"佛山楼盘, 绿化率高, 人车分流, 品牌房企",276.5,9.825526011066415,5.6222108209623896,4.955827057601261
智信明轩,高明,荷城,在售,6300,3室,101.5,"佛山楼盘, 人车分流, 小型社区, 公交直达",62.5,8.748304912379623,4.135166556742356,4.620058798481842
博雅滨江,三水,西南街道,在售,20000,1室,48.0,"佛山楼盘, 车位充足, 人车分流, 品牌房企",97.0,9.903487552536127,4.574710978503383,3.871201010907891
捷和广场三期水溋坊,三水,云东海街道,在售,25000,1室,43.5,"佛山楼盘, 低总价, 人车分流, 封闭管理",134.65,10.126631103850338,4.902678819257608,3.7727609380946383
桐林天晋,南海,盐步,在售,17000,2室,102.0,"佛山楼盘, 人车分流, 小型社区, 公交直达",169.0,9.740968623038354,5.1298987149230735,4.624972813284271
涛汇鎏金湾二期·瑞府,顺德,大良新区,在售,15000,4室,130.0,"佛山楼盘, 绿化率高, 人车分流, 公交直达",210.0,9.615805480084347,5.3471075307174685,4.867534450455582
怡亚通珑樾,禅城,岭南大道,在售,18000,4室,108.0,"佛山楼盘, 车位充足, 人车分流, 国央企",1100.0,9.798127036878302,7.003065458786462,4.68213122712422
藏珑华府,顺德,陈村,在售,8800,2室,48.5,"佛山楼盘, 低单价, 人车分流, 封闭管理",40.0,9.082507000466299,3.6888794541139363,3.8815637979434374
智富新天地,顺德,杏坛,在售,7800,4室,89.5,"佛山楼盘, 低单价, 低总价, 人车分流",68.5,8.961879012677683,4.22683374526818,4.4942386252808095
中兴汇富居,鹤山市,鹤山市,在售,6800,4室,132.5,"楼盘, 绿化率高, 人车分流, 公交直达",99.5,8.824677891164198,4.600157644164547,4.886582645426277
桃园高尔夫豪庭,南海,松岗,在售,20000,7室,684.5,"佛山楼盘, 人车分流, 小型社区, 置换改善",1390.0,9.903487552536127,7.237059026124737,6.528688644728503
万和融禧公馆,南海,千灯湖,在售,17000,2室,96.5,"佛山楼盘, 小型社区, 封闭管理, 多轨交汇",177.5,9.740968623038354,5.178970608915471,4.56954300834494
大学城•禾粤,南海,狮山,在售,7500,4室,105.5,"佛山楼盘, 低单价, 低总价, 人车分流",85.0,8.922658299524402,4.442651256490317,4.658710952916121
天健汇,天河,车陂,售罄,37500,2室,43.5,"人车分流, 小型社区, 国央企, 品牌房企",135.0,10.532096211958502,4.90527477843843,3.7727609380946383
绿地云央,白云,太和,售罄,27500,4室,118.0,"车位充足, 人车分流, 国央企, 品牌房企",275.0,10.221941283654663,5.616771097666572,4.770684624465665
智杰雅筑,从化,河滨北路,售罄,11000,4室,166.0,"绿化率高, 人车分流, 入户花园, 贴心物业",140.0,9.305650551780507,4.941642422609304,5.111987788356544
南华时代城,花都,铁路西,售罄,20000,3室,114.5,"人车分流, 大型社区, 健身跑道, 地铁沿线",220.0,9.903487552536127,5.393627546352362,4.740574822994295
中森茗苑,增城,新塘北,售罄,21000,3室,86.5,"人车分流, 封闭管理, 入户花园, 儿童乐园",185.0,9.95227771670556,5.220355825078324,4.460144413937834
越秀星汇云城,白云,同和,售罄,53000,3室,100.0,"车位充足, 绿化率高, 国央企, 入户花园",550.0,10.87804719253426,6.309918278226516,4.605170185988092
盈港国际,南沙,进港大道,售罄,14500,2室,113.0,"绿化率高, 人车分流, 自持商业, 公交直达",140.0,9.581903928408666,4.941642422609304,4.727387818712341
远东御江豪庭,荔湾,茶滘,售罄,40000,2室,106.0,"人车分流, 小型社区, 休闲会所, 地铁沿线",343.0,10.596634733096073,5.8377304471659395,4.663439094112067
中海联南沙国贸中心,南沙,金洲,售罄,13000,2室,55.0,"人车分流, 小型社区, 近地铁, 地铁沿线",68.0,9.472704636443673,4.219507705176107,4.007333185232471
家和天曜,天河,黄村,售罄,33000,2室,47.5,"绿化率高, 人车分流, 自持商业, 公交直达",135.0,10.404262840448617,4.90527477843843,3.8607297110405954
大夫山尚东,番禺,市桥,售罄,24000,3室,94.5,"绿化率高, 人车分流, 品牌房企, 贴心物业",220.0,10.085809109330082,5.393627546352362,4.548599834499697
中鼎名汇,黄埔,黄埔区府,售罄,23500,2室,67.5,"绿化率高, 人车分流, 贴心物业, 自持商业",170.0,10.06475570013225,5.135798437050262,4.212127597878484
保利罗兰国际4期,黄埔,科学城,售罄,41000,2室,113.0,"车位充足, 绿化率高, 国央企, 品牌房企",450.0,10.621327345686446,6.1092475827643655,4.727387818712341
金地香山湖,增城,永宁,售罄,12000,4室,149.5,"人车分流, 小型社区, 品牌房企, 入户花园",160.0,9.392661928770137,5.075173815233827,5.0072963928307415
天马丽苑·悦璟湾,花都,铁路西,售罄,32000,4室,122.0,"车位充足, 绿化率高, 养老舒适, 入户花园",360.0,10.373491181781864,5.886104031450156,4.804021044733257
增城一品山湖,增城,荔城增江,售罄,11000,4室,128.0,"人车分流, 大型社区, 国央企, 品牌房企",130.0,9.305650551780507,4.867534450455582,4.852030263919617
合景誉山国际,增城,永宁,售罄,18000,4室,108.0,"车位充足, 人车分流, 品牌房企, 贴心物业",90.0,9.798127036878302,4.499809670330265,4.68213122712422
华发荔湾荟,荔湾,滘口,售罄,22000,2室,52.5,"人车分流, 小型社区, 国央企, 品牌房企",85.0,9.998797732340453,4.442651256490317,3.960813169597578
广州国际空港中心,花都,镜湖大道,售罄,12000,2室,38.0,"绿化率高, 人车分流, 国央企, 品牌房企",46.0,9.392661928770137,3.828641396489095,3.6375861597263857
招商臻园,增城,新塘北,售罄,18000,4室,119.0,"车位充足, 人车分流, 国央企, 品牌房企",230.0,9.798127036878302,5.438079308923196,4.77912349311153
越秀臻悦府,花都,镜湖大道,售罄,30000,4室,110.0,"车位充足, 绿化率高, 国央企, 品牌房企",290.0,10.308952660644293,5.66988092298052,4.700480365792417
逸合中心,荔湾,鹤洞,售罄,34000,2室,44.5,"人车分流, 封闭管理, 品牌房企, 近地铁",155.0,10.4341158035983,5.043425116919247,3.7954891891721947
越秀国际总部广场,南沙,金洲,售罄,13500,3室,63.5,"人车分流, 大型社区, 国央企, 品牌房企",70.0,9.51044496442652,4.248495242049359,4.151039905898646
合家和府,从化,旺城片区,售罄,12000,2室,107.0,"车位充足, 绿化率高, 儿童乐园, 公交直达",120.0,9.392661928770137,4.787491742782046,4.672828834461906
星河·湾区壹号,南沙,金洲,售罄,13000,2室,56.0,"人车分流, 封闭管理, 品牌房企, 健身跑道",80.0,9.472704636443673,4.382026634673881,4.02535169073515
祈福黄金海岸,花都,赤坭镇,售罄,7888,3室,112.0,"绿化率高, 低密居所, 贴心物业, 实体样板间",58.0,8.973097896282471,4.060443010546419,4.718498871295094
嘉骏幸福里,从化,旧城区,售罄,15500,3室,97.5,"绿化率高, 人车分流, 健身跑道, 休闲会所",149.0,9.648595302907339,5.003946305945459,4.579852378003801
远洋招商保利东湾,增城,朱村,售罄,20000,4室,103.0,"车位充足, 人车分流, 国央企, 品牌房企",188.0,9.903487552536127,5.236441962829949,4.634728988229636
合汇璟园,增城,增城碧桂园,售罄,35000,4室,228.5,"车位充足, 人车分流, 品牌房企, 入户花园",800.0,10.46310334047155,6.684611727667927,5.43153621033426
珠光御景壹號,荔湾,黄沙,售罄,65000,2室,75.0,"绿化率高, 人车分流, 休闲会所, 自持商业",400.0,11.082142548877775,5.991464547107982,4.31748811353631
纵横缤城,白云,新市,售罄,43000,2室,85.5,"绿化率高, 人车分流, 地铁沿线, 公交直达",360.0,10.668955394675699,5.886104031450156,4.448516375942715
广州大学城智慧谷,番禺,国际创新城,售罄,28600,1室,340.0,"人车分流, 大型社区, 品牌房企, 入户花园",950.0,10.261161996807944,6.856461984594587,5.8289456176102075
鸿成珠江玥,南沙,万顷沙,售罄,19000,2室,88.5,"绿化率高, 低密居所, 养老舒适, 自持商业",180.0,9.852194258148577,5.19295685089021,4.483002552013883
保利阅云台,白云,新市,售罄,45000,4室,103.5,"车位充足, 绿化率高, 国央企, 品牌房企",450.0,10.714417768752456,6.1092475827643655,4.639571612705423
南沙.越秀明珠天悦江湾,南沙,明珠湾,售罄,30000,4室,129.0,"绿化率高, 人车分流, 国央企, 品牌房企",260.0,10.308952660644293,5.560681631015528,4.859812404361672
中国铁建·花语岭南,番禺,金山谷,售罄,45000,4室,152.5,"车位充足, 绿化率高, 国央企, 品牌房企",650.0,10.714417768752456,6.476972362889683,5.0271645960474665
保利拾光年,黄埔,知识城,售罄,25500,3室,80.0,"车位充足, 低密居所, 国央企, 品牌房企",235.0,10.146433731146518,5.459585514144159,4.382026634673881
越秀臻裕府,花都,镜湖大道,售罄,28000,4室,111.0,"车位充足, 绿化率高, 国央企, 品牌房企",290.0,10.239959789157341,5.66988092298052,4.709530201312334
合盛·秀丽庄园,增城,小楼镇,售罄,18600,5室,215.0,"车位充足, 低密居所, 养老舒适, 品牌房企",500.0,9.830916859701293,6.214608098422191,5.3706380281276624
兰园·凤翎台,花都,镜湖大道,售罄,23800,4室,101.5,"车位充足, 绿化率高, 品牌房企, 贴心物业",238.0,10.077440859659566,5.472270673671475,4.620058798481842
领南星河荣誉,南沙,南沙港,售罄,28000,4室,114.0,"车位充足, 绿化率高, 品牌房企, 贴心物业",280.0,10.239959789157341,5.634789603169249,4.736198448394496
大华·紫悦府,番禺,市桥,售罄,27000,3室,111.0,"车位充足, 绿化率高, 品牌房企, 健身跑道",260.0,10.203592144986466,5.560681631015528,4.709530201312334
大华·紫悦府,番禺,市桥,售罄,29000,4室,108.0,"车位充足, 人车分流, 品牌房企, 贴心物业",90.0,10.275051108968611,4.499809670330265,4.68213122712422
龙湖天著,白云,人和,售罄,26000,4室,116.5,"车位充足, 绿化率高, 高品质小区, 养老舒适",230.0,10.165851817003619,5.438079308923196,4.757891273005756
时代龙湖天著,白云,人和,售罄,23000,4室,108.0,"人车分流, 封闭管理, 品牌房企, 健身跑道",65.0,10.043249494911286,4.174387269895637,4.68213122712422
珠江壹号,海珠,广州大道南,售罄,48000,3室,72.0,"车位充足, 人车分流, 自持商业, 多轨交汇",240.0,10.778956289890028,5.480638923341991,4.276666119016055
璞悦台,番禺,市桥北,售罄,31000,4室,115.0,"车位充足, 绿化率高, 品牌房企, 健身跑道",320.0,10.341742483467284,5.768320995793772,4.74493212836325
四海城商业广场,番禺,万博,售罄,30000,31室,2150.0,"大型社区, 近地铁, 多轨交汇, 已交房超2年",150.0,10.308952660644293,5.0106352940962555,7.673223121121708
光大ONE+,增城,永宁,售罄,30000,4室,108.0,"车位充足, 人车分流, 品牌房企, 公交直达",200.0,10.308952660644293,5.298317366548036,4.68213122712422
星樾山畔TOD,黄埔,科学城,售罄,36500,4室,95.0,"车位充足, 绿化率高, 国央企, 品牌房企",365.0,10.505067539570582,5.8998973535824915,4.553876891600541
星汇城,黄埔,知识城,售罄,22000,4室,101.5,"车位充足, 绿化率高, 国央企, 品牌房企",210.0,9.998797732340453,5.3471075307174685,4.620058798481842
时代云来（广州）,白云,人和,售罄,25000,4室,92.0,"车位充足, 绿化率高, 品牌房企, 科技住宅",210.0,10.126631103850338,5.3471075307174685,4.5217885770490405
万科金域曦府,荔湾,花地湾,售罄,55000,3室,102.0,"人车分流, 大型社区, 国央企, 品牌房企",550.0,10.915088464214607,6.309918278226516,4.624972813284271
星河智荟,南沙,明珠湾,售罄,24000,4室,108.0,"低总价, 车位充足, 绿化率高, 品牌房企",250.0,10.085809109330082,5.521460917862246,4.68213122712422
越秀和樾府,番禺,汉溪长隆,售罄,66000,4室,184.0,"车位充足, 人车分流, 国央企, 品牌房企",700.0,11.097410021008562,6.551080335043404,5.214935757608986
保利悦公馆,番禺,金山谷,售罄,38000,3室,115.5,"车位充足, 绿化率高, 国央企, 品牌房企",345.0,10.545341438708522,5.84354441703136,4.749270529961848
保利·明玥晨光,花都,新区,售罄,27500,4室,113.5,"车位充足, 人车分流, 国央企, 品牌房企",260.0,10.221941283654663,5.560681631015528,4.7318028369214575
雅居乐天际715,荔湾,芳村,售罄,60000,2室,73.5,"人车分流, 封闭管理, 品牌房企, 贴心物业",387.0,11.002099841204238,5.958424693029782,4.297285406218791
时代云来（广州）,白云,人和,售罄,35000,4室,108.0,"人车分流, 小型社区, 品牌房企, 健身跑道",200.0,10.46310334047155,5.298317366548036,4.68213122712422
保利阅云台,白云,新市,售罄,50000,1室,28.0,"车位充足, 人车分流, 国央企, 品牌房企",300.0,10.819778284410283,5.703782474656201,3.332204510175204
越秀国际总部广场,南沙,金洲,售罄,25000,4室,108.0,"人车分流, 大型社区, 国央企, 品牌房企",300.0,10.126631103850338,5.703782474656201,4.68213122712422
保利大都汇,番禺,汉溪长隆,售罄,30000,8室,3241.5,"车位充足, 人车分流, 国央企, 品牌房企",6000.0,10.308952660644293,8.699514748210191,8.08379146461505
雅居乐滨江雅苑,从化,太平镇,售罄,11500,4室,87.0,"车位充足, 人车分流, 品牌房企, 科技住宅",90.0,9.350102314351341,4.499809670330265,4.465908118654584
中海联南沙国贸中心,南沙,金洲,售罄,18000,1室,182.5,"人车分流, 小型社区, 近地铁, 地铁沿线",120.0,9.798127036878302,4.787491742782046,5.206750173022546
明珠湾壹号,南沙,明珠湾,售罄,50000,3室,350.0,"车位充足, 人车分流, 国央企, 贴心物业",1588.0,10.819778284410283,7.370230641807081,5.857933154483459
中国铁建环球中心,南沙,南沙区府,售罄,12600,1室,43.5,"小型社区, 国央企, 品牌房企, 近地铁",75.0,9.441452092939569,4.31748811353631,3.7727609380946383
保利湾上,南沙,黄阁,售罄,22000,3室,93.5,"车位充足, 人车分流, 国央企, 品牌房企",200.0,9.998797732340453,5.298317366548036,4.537961436294641
奥园中新城市天地,增城,中新镇,售罄,21500,4室,87.0,"车位充足, 人车分流, 品牌房企, 近地铁",185.0,9.975808214115753,5.220355825078324,4.465908118654584
合景臻玥广场,黄埔,科学城,售罄,55000,4室,108.0,"车位充足, 人车分流, 品牌房企, 近地铁",1600.0,10.915088464214607,7.3777589082278725,4.68213122712422
中建弘阳德信·湾璟壹号,南沙,万顷沙,售罄,20000,4室,98.5,"车位充足, 绿化率高, 国央企, 品牌房企",180.0,9.903487552536127,5.19295685089021,4.590056548178043
万科城市之光,黄埔,文冲,售罄,50000,4室,127.0,"人车分流, 封闭管理, 国央企, 品牌房企",450.0,10.819778284410283,6.1092475827643655,4.844187086458591
越秀·星汇文玺,番禺,国际创新城,售罄,38000,3室,97.5,"绿化率高, 人车分流, 国央企, 品牌房企",370.0,10.545341438708522,5.91350300563827,4.579852378003801
中交国际邮轮广场,南沙,南沙港,售罄,24000,1室,467.0,"车位充足, 人车分流, 国央企, 品牌房企",845.0,10.085809109330082,6.739336627357174,6.1463292576688975
美的江上沄启,南沙,明珠湾,售罄,30000,2室,119.0,"人车分流, 封闭管理, 品牌房企, 入户花园",300.0,10.308952660644293,5.703782474656201,4.77912349311153
金地半山风华,增城,永宁,售罄,12000,2室,86.0,"绿化率高, 低密居所, 高品质小区, 养老舒适",120.0,9.392661928770137,4.787491742782046,4.454347296253507
美的江上沄启,南沙,明珠湾,售罄,19500,3室,49.5,"人车分流, 封闭管理, 品牌房企, 贴心物业",74.0,9.878169744551839,4.30406509320417,3.901972669574645
领南星河荣誉,南沙,南沙港,售罄,34000,4室,108.0,"车位充足, 人车分流, 品牌房企, 健身跑道",160.0,10.4341158035983,5.075173815233827,4.68213122712422
中建玖玥湾,南沙,南沙港,售罄,35000,4室,120.0,"绿化率高, 人车分流, 国央企, 品牌房企",400.0,10.46310334047155,5.991464547107982,4.787491742782046
中海联睿品,增城,新塘北,售罄,30000,4室,108.0,"车位充足, 人车分流, 地铁沿线, 公交直达",150.0,10.308952660644293,5.0106352940962555,4.68213122712422
合景臻玥广场,黄埔,科学城,售罄,55000,5室,317.5,"车位充足, 绿化率高, 品牌房企, 贴心物业",1721.0,10.915088464214607,7.450660796211539,5.760477818332746
保利越秀·天启,荔湾,鹤洞,售罄,50000,3室,103.5,"人车分流, 封闭管理, 国央企, 品牌房企",600.0,10.819778284410283,6.396929655216146,4.639571612705423
越秀星寰TOD,番禺,钟村,售罄,36000,3室,111.0,"车位充足, 绿化率高, 国央企, 品牌房企",320.0,10.491274217438248,5.768320995793772,4.709530201312334
铂玥明珠ONE,南沙,明珠湾,售罄,28000,3室,96.0,"车位充足, 人车分流, 品牌房企, 科技住宅",250.0,10.239959789157341,5.521460917862246,4.564348191467836
保利南方财经大厦,天河,金融城,售罄,42000,6室,353.0,"人车分流, 封闭管理, 国央企, 品牌房企",1500.0,10.645424897265505,7.313220387090301,5.8664680569332965
越秀·星汇文玺,番禺,国际创新城,售罄,18000,2室,56.0,"绿化率高, 人车分流, 国央企, 品牌房企",150.0,9.798127036878302,5.0106352940962555,4.02535169073515
凯得金融中心,黄埔,科学城,售罄,26000,1室,1001.5,"小型社区, 国央企, 品牌房企, 近地铁",2600.0,10.165851817003619,7.8632667240095735,6.909254155105873
越秀明珠天悦江湾,南沙,明珠湾,售罄,27000,4室,108.0,"人车分流, 大型社区, 国央企, 品牌房企",900.0,10.203592144986466,6.802394763324311,4.68213122712422
星汇城,黄埔,知识城,售罄,15000,4室,108.0,"车位充足, 人车分流, 国央企, 品牌房企",60.0,9.615805480084347,4.0943445622221,4.68213122712422
凯德双桥新作,荔湾,大坦沙,售罄,50000,3室,101.0,"绿化率高, 人车分流, 品牌房企, 近地铁",450.0,10.819778284410283,6.1092475827643655,4.61512051684126
保利时代,从化,江浦街,售罄,22000,4室,108.0,"人车分流, 大型社区, 国央企, 品牌房企",75.0,9.998797732340453,4.31748811353631,4.68213122712422
金地半山风华,增城,永宁,售罄,22500,4室,108.0,"人车分流, 小型社区, 品牌房企, 公交直达",100.0,10.021270588192511,4.605170185988092,4.68213122712422
招商保利海珠天珺,海珠,黄埔村,售罄,30000,4室,111.0,"车位充足, 人车分流, 国央企, 品牌房企",300.0,10.308952660644293,5.703782474656201,4.709530201312334
招商保利海珠天珺,海珠,黄埔村,售罄,50000,4室,108.0,"车位充足, 人车分流, 国央企, 品牌房企",330.0,10.819778284410283,5.799092654460526,4.68213122712422
保利时光印象,南沙,金洲,售罄,18000,4室,93.0,"绿化率高, 人车分流, 国央企, 品牌房企",130.0,9.798127036878302,4.867534450455582,4.532599493153256
美的江上沄启,南沙,明珠湾,售罄,27000,4室,108.0,"人车分流, 封闭管理, 品牌房企, 公交直达",100.0,10.203592144986466,4.605170185988092,4.68213122712422
富豪山庄·领峰,番禺,富豪山庄,售罄,30000,1室,80.0,"车位充足, 低密居所, 地铁沿线, 公交直达",159.0,10.308952660644293,5.0689042022202315,4.382026634673881
越秀·星汇文玺,番禺,国际创新城,售罄,38000,4室,108.0,"人车分流, 封闭管理, 国央企, 品牌房企",90.0,10.545341438708522,4.499809670330265,4.68213122712422
中建玖玥湾,南沙,南沙港,售罄,17000,2室,51.5,"绿化率高, 人车分流, 国央企, 品牌房企",76.0,9.740968623038354,4.330733340286331,3.9415818076696905
富力新城,黄埔,开发东区,售罄,43000,1室,76.0,"人车分流, 大型社区, 地铁沿线, 公交直达",355.0,10.668955394675699,5.872117789475416,4.330733340286331
琶洲One57,海珠,磨碟沙,售罄,55000,2室,50.5,"人车分流, 小型社区, 国央企, 品牌房企",230.0,10.915088464214607,5.438079308923196,3.9219733362813143
亿凯创智汇,白云,太和,售罄,14000,3室,64.0,"小型社区, 地铁沿线, 公交直达, 已交房1年内",50.0,9.546812608597396,3.912023005428146,4.1588830833596715
保利罗兰国际（商业）,黄埔,科学城,售罄,40000,4室,108.0,"车位充足, 人车分流, 国央企, 品牌房企",350.0,10.596634733096073,5.857933154483459,4.68213122712422
禧都华庭,花都,铁路西,售罄,28000,1室,40.0,"人车分流, 小型社区, 品牌房企, 近地铁",114.0,10.239959789157341,4.736198448394496,3.6888794541139363
金地云上,增城,中新镇,售罄,20000,4室,108.0,"车位充足, 人车分流, 品牌房企, 地铁沿线",95.0,9.903487552536127,4.553876891600541,4.68213122712422
星樾山畔TOD,黄埔,科学城,售罄,40000,4室,108.0,"车位充足, 人车分流, 国央企, 品牌房企",200.0,10.596634733096073,5.298317366548036,4.68213122712422
禧都华庭,花都,铁路西,售罄,28000,1室,40.0,"人车分流, 小型社区, 品牌房企, 地铁沿线",114.0,10.239959789157341,4.736198448394496,3.6888794541139363
保利雅郡,荔湾,广钢新城,售罄,45000,4室,89.0,"绿化率高, 人车分流, 国央企, 品牌房企",398.0,10.714417768752456,5.986452005284438,4.48863636973214
龙光·玖龙湖,四会,大旺,售罄,6500,2室,58.5,"楼盘, 人车分流, 大型社区, 品牌房企",30.0,8.779557455883728,3.4011973816621555,4.069026754237811
保利爱乐小镇,四会市,大旺广场,售罄,5800,3室,107.0,"楼盘, 人车分流, 大型社区, 国央企",50.0,8.66561319653451,3.912023005428146,4.672828834461906
龙光玖誉城,鼎湖区,鼎湖,售罄,9300,3室,101.5,"楼盘, 人车分流, 大型社区, 品牌房企",90.0,9.137769679141348,4.499809670330265,4.620058798481842
碧桂园明珠花园,四会,大旺,售罄,5500,3室,92.5,"楼盘, 绿化率高, 人车分流, 品牌房企",50.0,8.612503371220562,3.912023005428146,4.52720864451838
恒大名都,四会,大旺,售罄,6400,4室,120.0,"楼盘, 人车分流, 大型社区, 品牌房企",50.0,8.764053269347762,3.912023005428146,4.787491742782046
